text,index,subset,tlabel
it's been 20 years since 48 hrs . made eddie murphy a movie star and the man hasn't aged a day . but his showboating wise-cracker stock persona sure is getting old . ,3690,train,0
"'in this poor remake of such a well loved classic , parker exposes the limitations of his skill and the basic flaws in his vision . '",3691,train,0
the disjointed mess flows as naturally as jolie's hideous yellow 'do . ,3692,train,0
"the story is naturally poignant , but first-time screenwriter paul pender overloads it with sugary bits of business . ",3693,train,0
"a few hours after you've seen it , you forget you've been to the movies . ",3694,train,0
weiss and speck never make a convincing case for the relevance of these two 20th-century footnotes . ,3695,train,0
this u-boat doesn't have a captain . ,3696,train,0
"there's no doubting that this is a highly ambitious and personal project for egoyan , but it's also one that , next to his best work , feels clumsy and convoluted . ",3697,train,0
"the piano teacher , like its title character , is repellantly out of control . ",3698,train,0
"contrived , awkward and filled with unintended laughs , the film shows signs that someone other than the director got into the editing room and tried to improve things by making the movie go faster . ",3699,train,0
"what remains is a variant of the nincompoop benigni persona , here a more annoying , though less angry version of the irresponsible sandlerian manchild , undercut by the voice of the star of road trip . ",3700,train,0
the film's overall mood and focus is interesting but constantly unfulfilling . ,3701,train,0
glazed with a tawdry b-movie scum . ,3702,train,0
"i wish i could say "" thank god it's friday "" , but the truth of the matter is i was glad when it was over . ",3703,train,0
best described as i know what you did last winter . ,3704,train,0
pompous and garbled . ,3705,train,0
the gantzes' interviews tend to let the guys off the hook . ,3706,train,0
"labute can't avoid a fatal mistake in the modern era : he's changed the male academic from a lower-class brit to an american , a choice that upsets the novel's exquisite balance and shreds the fabric of the film . ",3707,train,0
"i'm sure the filmmakers found this a remarkable and novel concept , but anybody who has ever seen an independent film can report that it is instead a cheap cliché . ",3708,train,0
there is not an ounce of honesty in the entire production . ,3709,train,0
"certainly beautiful to look at , but its not very informative about its titular character and no more challenging than your average television biopic . ",3710,train,0
not at all clear what it's trying to say and even if it were  i doubt it would be all that interesting . ,3711,train,0
so putrid it is not worth the price of the match that should be used to burn every print of the film . ,3712,train,0
"this is for the most part a useless movie , even with a great director at the helm . ",3713,train,0
the jokes are telegraphed so far in advance they must have been lost in the mail . ,3714,train,0
"in the end , tuck everlasting falls victim to that everlasting conundrum experienced by every human who ever lived : too much to do , too little time to do it in . ",3715,train,0
"weighted down with slow , uninvolving storytelling and flat acting . ",3716,train,0
the thing looks like a made-for-home-video quickie . ,3717,train,0
"it's a decent glimpse into a time period , and an outcast , that is no longer accessible , but it doesn't necessarily shed more light on its subject than the popular predecessor . ",3718,train,0
the pace of the film is very slow ( for obvious reasons ) and that too becomes off-putting . ,3719,train,0
a bad movie that happened to good actors . ,3720,train,0
"the movie straddles the fence between escapism and social commentary , and on both sides it falls short . ",3721,train,0
flaccid drama and exasperatingly slow journey . ,3722,train,0
works better in the conception than it does in the execution . . . winds up seeming just a little too clever . ,3723,train,0
"when 'science fiction' takes advantage of the fact that its intended audience hasn't yet had much science , it does a disservice to the audience and to the genre . ",3724,train,0
"gangs of new york is an unapologetic mess , whose only saving grace is that it ends by blowing just about everything up . ",3725,train,0
"about amy's cuteness , amy's career success ( she's a best-selling writer of self-help books who can't help herself ) , and amy's neuroses when it comes to men . ",3726,train,0
"without a strong script and energetic acting , dogma films can produce the same sleep-inducing effects as watching your neighbor's home videos . ",3727,train,0
more precious than perspicacious,3728,train,0
the sweetest thing leaves an awful sour taste . ,3729,train,0
"director jay russell stomps in hobnail boots over natalie babbitt's gentle , endearing 1975 children's novel . ",3730,train,0
"fear permeates the whole of stortelling , todd solondz' oftentimes funny , yet ultimately cowardly autocritique . ",3731,train,0
"while this one gets off with a good natured warning , future lizard endeavors will need to adhere more closely to the laws of laughter",3732,train,0
one can't shake the feeling that crossroads is nothing more than an hour-and-a-half-long commercial for britney's latest album . ,3733,train,0
most of the movie is so deadly dull that watching the proverbial paint dry would be a welcome improvement . ,3734,train,0
