label-coarse,label-fine,text
4,38,"b""What percentage of children between the ages of two and eleven watch ` The Simpsons ' ?"""
1,23,b'What is a fear of being cold ?'
1,29,b'What game do Steve McQueen and Edward G. Robinson play in The Cincinnati Kid ?'
4,13,b'How many logarithmic scales are there on a slide rule ?'
3,4,"b""What TV comediennes 's characters include former movie star Nora Desmond , secretary Mrs. Wiggins and a housewife named Eunice ?"""
1,10,b'What civil war was fought between 1936 and 1939 ?'
0,12,"b""What is the origin of U.S. Army sergeant 's stripes ?"""
4,13,"b""What 's the maximum number of clubs a golfer may use in a round ?"""
4,13,b'How many shillings more than 2 were there in a guinea ?'
3,4,b'What actor dressed up as Santa Claus and had a once-a-year affair with actress Shelley Winters every Christmas for many years ?'
5,21,"b'What Italian city of 155 were Leonardo da Vinci , Michaelangelo , and Machiavelli all working in ?'"
3,4,b'What president also became a supreme court justice ?'
0,9,b'Why is Jane Goodall famous ?'
1,1,b'Which Beatles disc cover honors the Rolling Stones ?'
4,13,b'How many times can a nickel-cadmium rechargeable battery be recharged ?'
1,10,b'What are some of the significant historical events of the 1990s ?'
1,42,"b""What 's the symbol for the zodiacal sign Gemini ?"""
2,34,b'What is the abbreviated form of the National Bureau of Investigation ?'
4,13,b'How many elevators do you ride to reach the top floor of the Empire State Building ?'
3,4,"b'What President hit the jogging paths to enhance his athletic image and , sporting No. 39 , almost collapsed during the road race ?'"
3,4,"b""What was the name of Randy Steven Craft 's lawyer ?"""
0,9,b'Why do we have to go to school ?'
4,8,b'When was Calypso music invented ?'
4,39,"b""What is Columbia Tristar 's phone number ?"""
4,13,b'How many Americans have HIV ?'
0,12,"b""What are the lyrics to `` Smelly Cat '' ?"""
1,1,b'What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?'
5,14,b'What web sites are linked to the Report on Genesis Eldercare ?'
1,31,b'What is the correct way to mount a roll of toilet paper ?'
0,9,b'What are the most common causes of death in the U.S. ?'
5,14,b'Where can I find correct tabs for Third Eye Blind songs ?'
0,7,b'What is object-oriented design ?'
3,4,"b""Who declared : `` I am down on whores and I shan 't stop ripping them '' ?"""
4,39,b'What seven digits follow the area code in the number for long distance information ?'
4,13,"b""How much of the earth 's surface is permanently frozen ?"""
1,14,"b""What part of their attire were `` pothooks '' to cowboys of the Old West ?"""
0,12,"b""What 's the difference between sleet and freezing rain ?"""
5,14,b'Where is Erykah Badu originally from ?'
1,20,b'What do the French call La Manche ?'
0,12,b'What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?'
1,31,b'What is the most efficient way to start a barbeque ?'
1,1,b'What Leoncavallo opera features a prologue by a clown ?'
3,4,"b""What is Drew Barrymore 's middle name ?"""
0,9,b'What is Archimedes famous for ?'
3,4,"b""Who directed `` Jaws '' ?"""
1,1,b'What William Makepeace Thackeray novel was made into a film by Stanley Kubrick ?'
3,5,b'What political party is Sinn Fein a part of ?'
1,1,b'What British TV series featured Emma Peel ?'
5,21,b'What city does McCarren Airport serve ?'
1,1,"b""What movie told of Anna Anderson 's claim to be a Russian czar 's daughter ?"""
0,12,"b'What do I need to do to take my dog with me to live in Dominica , West Indies for a year ?'"
1,10,b'What was the worst hurricane ?'
0,12,b'What is different about the red and black fox ?'
0,12,b'What are the benefits of a rowing machine ?'
5,14,b'What is a reliable site that I can download Heretic 2 ?'
0,7,"b""What does the name `` Justin '' mean ?"""
1,23,b'What is a fear of machinery ?'
4,13,b'How many tiles did the Space Shuttle Columbia lose on its second flight ?'
4,25,b'How much money did the Marcos steal from their country ?'
1,1,b'What movie has made the most money ?'
1,17,b'What condiment do the Dutch dip their French fries in ?'
0,9,b'Why did the world enter a global depression in 1929 ?'
0,12,b'What have you not let a tennis ball do if you volley ?'
3,4,b'Who were the five Marx brothers ?'
3,4,b'Who starred in Singing in the Rain and The Singing Nun ?'
1,17,b'What did brontosauruses eat ?'
1,2,"b'In the Miller Lite TV commercial , who is the creature ?'"
0,0,b'How do I find info about rice importers in the world ?'
1,17,"b""What cooking oil has `` corn goodness '' ?"""
3,4,b'Who was chairman of the Senate select committee that tried to get to the bottom of Watergate ?'
0,7,b'What are the Urals ?'
0,0,b'How can you get rust stains out of clothing ?'
3,12,b'Who was Damocles ?'
4,8,b'On what date did Rosa Parks Become a symbol of the civil rights movement for refusing to give up her seat on the bus ?'
5,11,b'What state full of milk and honey was the destination in The Grapes of Wrath ?'
4,13,"b""How many U.S. presidents were assassinated during Queen Victoria 's reign ?"""
3,12,b'Who was Picasso ?'
5,14,b'Where does dew come from ?'
3,5,b'What was the business of the animated Sky Hawks ?'
5,21,b'What city was Martin Luther King Jr. assassinated in ?'
3,4,"b""What U.S. vice-president said : `` Some newspapers dispose of their garbage by printing it '' ?"""
0,7,b'What are snowballs to a hot-rodder ?'
0,9,b'What is Margaret Thatcher known for ?'
5,18,b'What country is Kosovo a part of ?'
0,12,b'What must a Las Vegas blackjack dealer do when he reaches 16 ?'
3,5,b'What is the best college in the country ?'
5,14,"b""Where can I find book reviews of `` Turbulent Souls '' ?"""
0,9,b'What currents affect the area of the Shetland Islands and Orkney Islands in the North Sea ?'
1,31,b'What are some ways to help someone with Chicken Pox ?'
4,13,b'How many points are there on a Backgammon board ?'
1,17,b'What fruit does the ficus produce ?'
4,13,b'How much calcium should an adult female have daily ?'
0,12,b'What did John F. Kennedy consider his greatest blunder in office ?'
3,5,"b""What piano company claims its product is the `` Instrument of the immortals '' ?"""
1,14,b'What articles of clothing are tokens in Monopoly ?'
4,13,b'How many times larger than life size is the Statue of Liberty ?'
5,21,b'What French seaport claims to be The Home of Wines ?'
4,27,b'How old is Benny Carter ?'
5,11,b'Mississippi has what name for a state nickname ?'
3,4,b'What 1920s cowboy star rode Tony the Wonder Horse ?'
4,25,b'What is the average cost for four years of medical school ?'
4,8,b'When did the art of quilting begin ?'
0,9,b'What makes hamburgers taste like steakburgers ?'
0,0,b'How does General Mills manufacture Cheerios ?'
3,5,b'What U.S. university boasts the largest library ?'
0,12,b'What do players try to do when the music stops in a game of musical chairs ?'
1,31,b'What Muhammad Ali maneuver was George Foreman the first victim of ?'
1,31,b'What measures did Clinton take to avoid the draft ?'
1,20,"b'What do you call a date that contains sequencing numbers , like 9-8-98 ?'"
4,13,b'How many chemical elements are there ?'
3,4,b'What player squats an average of 3 times during a baseball doubleheader ?'
1,1,"b""What is Beethoven 's 9th symphony called ?"""
0,9,b'What was the reason for the partition of the Anglican and Vatican churches ?'
3,4,"b""Who is Malaysia 's 43rd prime minister ?"""
0,0,b'How can I give myself a French manicure ?'
3,5,b'What company uses the unfamiliar faces of its celebrity spokespeople to promote the use of its product ?'
5,14,b'What California desert is dubbed High Desert ?'
0,7,"b""What 's the Red Planet ?"""
0,7,b'What is e-commerce ?'
5,14,b'Which continent has the most roses ?'
3,12,b'Who is Count Cinzano ?'
0,0,b'How was Teddy Roosevelt related to FDR ?'
5,21,"b""What South American city has the world 's highest commercial landing field ?"""
3,4,b'What Louisiana Senator won a seat that had been held by his father and mother ?'
5,18,"b""What country buys 25 percent of the world 's tea exports ?"""
5,14,b'Where is the Statistical Abstract of the United States online ?'
3,4,b'Name one of the major gods of Hinduism .'
0,0,b'How do I log on to home page at Headquarters U.S. European Command ?'
1,20,b'What is Latin for incompetent ?'
3,5,b'What NFL team did Vince Lombardi end his coaching career with ?'
3,5,b'What company is the largest Japanese ship builder ?'
1,23,b'What are the 10 plagues of Egypt ?'
4,35,b'What is the speed of the Mississippi River ?'
1,10,b'What holidays are celebrated in Ireland ?'
4,8,b'When did humans first begin to write history seriously ?'
0,9,b'Why did Egyptians shave their eyebrows ?'
0,7,"b""What does the name ` Alexandra ' mean ?"""
0,9,"b""Why is Rush 's 2112 called 2112 ?"""
3,4,b'Who played Emperor Palpatine in Star Wars ?'
4,13,b'How many feet more than 2 is the average height of the Great Wall of China ?'
0,7,b'What is idealab ! ?'
5,14,b'Where can I find the status of my tax return ?'
3,4,b'Who first broke the sound barrier ?'
3,4,b'What U.S. senator once played basketball for the New York Knicks ?'
1,23,b'What is a fear of failure ?'
0,7,b'What is gymnophobia ?'
5,14,b'What lake in Scotland is said to hold one or more monsters ?'
5,14,b'Where is the Orange Bowl ?'
4,8,b'What time of year is air travel the heaviest ?'
1,14,b'What fastener did Whitcomb Judson patent in 1893 ?'
3,4,b'Who discovered electricity ?'
0,7,b'What is thalassemia ?'
3,4,b'Who directed the first Woody Woodpecker cartoon ?'
3,4,b'What Scottish poet penned To a Mouse and To a Louse ?'
4,27,b'What is the life expectancy of an elephant ?'
1,44,b'Which airplane was Fawaz Younis convicted of hijacking ?'
0,7,b'What is an urban legend ?'
1,1,"b""In what film did Steven Spielberg 's dog star as the main character 's dog ?"""
3,4,b'What comedian hit the TV screen in 1951 with the NBC afternoon show Time for Ernie ?'
1,20,b'What do you call a section of your finger from one joint to another ?'
0,0,b'How do you measure the heat of the sun ?'
1,10,"b'What happened on January 15 , 1969 ?'"
3,4,"b""Who 's the founder and editor of The National Review ?"""
0,9,b'What is Jane Goodall known for ?'
4,27,b'How long has L.L. Cool J. been married ?'
0,9,b'What makes a tornado turn ?'
0,9,b'Why is black the color of mourning in the West ?'
1,14,"b""What award is the `` Oscar '' of advertising ?"""
3,4,b'Who wrote The Night of the Iguana ?'
1,31,b'What are the four natural aids used in riding a horse ?'
4,13,b'How many islands make up Antigua ?'
3,4,b'Who became president of the U.S. in 1789 ?'
0,12,b'What are some chemical properties of mendelevium ?'
0,7,b'What is Candlemas Day ?'
5,14,b'Where are there aborigines ?'
1,1,b'What Don McLean song laments the day Buddy Holly died ?'
3,4,b'Who shot Billy the Kid ?'
3,4,b'Who was the Secretary of War in the Civil War during the Battle of Gettysburg ?'
1,2,"b'What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ?'"
3,4,b'What Spanish artist painted Crucifixion ?'
0,12,b'What facial feature typically contains about 55 hairs ?'
4,13,b'What is the chromosome number of an elephant ?'
3,4,b'Name the various costumed personas of Dr. Henry Pym .'
5,11,b'What state did Anita Bryant represent in the 1959 Miss America contest ?'
0,0,b'How do companies cut paper so thin ?'
1,1,b'What magazine paid Ernest Hemingway $15 a word to write a bullfighting article ?'
0,12,b'What does Choo Choo Charlie say ?'
2,3,b'What does HIV stand for ?'
5,14,b'What famed wall supports the Badaling turret ?'
5,14,b'Where is the group M People from ?'
5,18,b'What country comes last in an alphabetical list ?'
1,44,b'What are the names of all the U.S. Navy aircraft carriers ?'
4,8,b'When was the first steel mill in the United States built ?'
5,14,b'Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?'
1,1,b'What song served as the closing theme of The Johnny Cash Show ?'
1,23,b'What is a fear of water ?'
5,21,"b'What is the name of the largest city in Chile , South America ?'"
4,27,b'How long does it take light to reach the Earth from the Sun ?'
5,14,b'Where was Lincoln assassinated ?'
0,12,b'What is the origin of the Christmas tree ?'
2,3,b'What does the channel ESPN stand for ?'
1,36,"b""What 's another word that means `` knows all '' ?"""
3,12,b'Who is Peter Weir ?'
1,14,b'What should the oven be set at for baking Peachy Oat Muffins ?'
1,1,"b""What children 's tale contains the line : `` Come , Cinderslut , and hold this skein of wool for me '' ?"""
3,4,"b""Who portrayed `` the man without a face '' in the movie of the same name ?"""
2,3,b'What is the full form of .com ?'
4,25,b'What is the fine for having a dog on a beach ?'
3,4,b'What 2th-century American poet wrote a four-volume biography of Abraham Lincoln ?'
1,2,"b'What spider makes a superb pet , even said to recognize its master ?'"
0,7,b'What is power steering ?'
5,14,b'Where can I buy a pony on the Big Island for my daughter ?'
3,12,b'Who is Ishmael in Moby Dick ?'
3,4,b'Who led the opposition when Konrad Adenauer was Chancellor in Germany ?'
3,4,"b'Whose husbands have included Conrad Hilton Jr. , and Michael Wilding ?'"
5,24,"b""What continent 's second-highest peak is Mont Blanc ?"""
5,14,b'Where is Procter & Gamble headquartered in the U.S. ?'
1,28,b'What harmful chemicals are in bug spray ?'
4,43,b'What chapter of the Bible has the most verses ?'
1,14,b'What was the alternate to VHS ?'
4,13,b'How many were in attendance at the Last Supper ?'
1,17,"b'What soft drink not only has its own video game , but was featured in its own Marvel comic book ?'"
4,13,b'How many member states are in the UN ?'
5,18,b'What country offered Albert Einstein its presidency in 1952 ?'
